id,name,email,date,score,amount,category
2285,JAMIE MARTINEZ,JAMIE.MARTINEZ@SAMPLE.ORG,2021/07/18,87,436.06,e-comm
2286,Drew Davis, drew.davis@sample.org ,22/02/2021,4,"$1,312.70",retail
2287,casey taylor, CASEY.TAYLOR@EXAMPLE.COM ,2020-04-09,2258, 1135 ,retail
2288,  Chris Miller  ,..chris.miller..@mail.com,13/10/2020,22,"$1,517.52",retail
2289,jordan garcia, jordan.garciatest.net ,25/08/2022,1523,478.1, wholesale 
2290,Taylor Anderson,taylor.anderson@sample.org,04-28-2024,529,"$1,151.15",E-Commerce
2291,JAMIE WILLIAMS, jamie.williams@test.net ,2021/02/02,27,"$1,707.28",E-Commerce
2292,  avery williams  ,..AVERY.WILLIAMS..@MAIL.COM,13/02/2023,20,$212.54,retail
2293,Casey Jones, casey.jones@sample.org ,07-27-2022,88,"$1,512.54",wholesale
2294,AVERY MILLER,avery.miller@example.com,09-15-2022,17,1569.45,Retail
2295,taylor williams,taylor.williams@test.net,,74,$862.15,wholesale
2296,  Quinn Rodriguez  ,..quinn.rodriguez..@test.net,19/11/2022,16,"$1,254.10",e-comm
2297,jordan brown, jordan.brown@mail.com ,2021-10-07,,342.9,retail
2298,Morgan Miller,MORGAN.MILLER@SAMPLE.ORG,20/04/2021,70,"$1,299.35", Retail 
2299,  Chris Rodriguez  ,..CHRIS.RODRIGUEZ..@SAMPLE.ORG,01-13-2023,99,1294.0, Retail 
2300,DREW JOHNSON,drew.johnson@example.com,2024/01/15,44,1604.49,retail
2301,Avery Williams,AVERY.WILLIAMS@TEST.NET,07/09/2023,72,1795.18,wholesale
2302,  ROBIN GARCIA  ,..robin.garcia..@example.com,04-20-2021,28,"$1,250.02", Wholesale 
2303,  Avery Rodriguez  ,..avery.rodriguez..@example.com,2023/01/14,43, 1717 ,e-comm
2304,Lee Williams,lee.williams@sample.org,2022/03/09,28, 1579 ,E-Commerce
2305,drew davis,drew.davis@sample.org,03-10-2023,80,245.42,e-comm
2306,,chris.wilson@mail.com,02/05/2023,2534,$103.57, Retail 
2307,MORGAN BROWN, morgan.brown@mail.com ,08/09/2024,0,1638.25,Wholesale
2308,lee davis, lee.davis@sample.org ,02-22-2022,74, 1383 , retail 
2309,Drew Wilson,drew.wilson@example.com,2023-01-27,80,1747.0,e-comm
2310,Robin Taylor,ROBIN.TAYLOR@MAIL.COM,,79,$335.00, Wholesale 
2311,Casey Davis,casey davis@example com,07-05-2024,2885,$996.43,ONLINE
2312,riley johnson,RILEY.JOHNSON@EXAMPLE.COM,12-12-2023,475,672.79,E-Commerce
2313,Morgan Rodriguez,morgan.rodriguez@mail.com,2023-10-10,95,$716.47,ONLINE
2314,sam wilson,SAM.WILSON@SAMPLE.ORG,07-22-2021,abc,"$1,103.57", ONLINE 
2315,TAYLOR GARCIA,taylor.garcia@mail.com,2021/01/04,80,$350.93,ONLINE
2316,robin taylor,robin taylor@example com,02/02/2023,16,"$1,814.67",ONLINE
2317,AVERY JONES, AVERY.JONES@SAMPLE.ORG ,04-06-2022,53,1681.57, ONLINE 
2318,  chris jones  ,..chris.jones..@test.net,2020/05/09,26,$418.95,Retail
2319,Taylor Johnson,taylor.johnson@sample.org,,3312,$205.36, wholesale 
2320,Lee Jones,lee.jones@sample.org,2023/04/06,57,$209.32, retail 
2321,Sam Miller,SAM.MILLER@MAIL.COM,01-13-2021,57,"$1,982.71",retail
2322,  Lee Wilson  ,  lee wilson  @example com,10/06/2023,,"$1,452.24",Wholesale
2323,Parker Johnson,PARKER JOHNSON@MAIL COM,2020-08-22,abc, 77 ,Retail
2324,JORDAN SMITH,JORDAN.SMITH@TEST.NET,16/12/2023,366, 337 ,ONLINE
2325,Avery Anderson,avery.anderson@sample.org,2020-12-02,9,"$1,314.08",e-comm
2326,JORDAN DAVIS,jordan.davis@test.net,23/10/2020,86,"$1,148.09",Wholesale
2327,Parker Wilson, parker wilson@sample org ,2022/01/23,11,$761.97,Retail
2328,parker jones,parker.jones@mail.com,24/02/2024,99,$419.96,Retail
2329,robin garcia, robin.garcia@mail.com ,2024/01/03,2037, 1129 ,e-comm
2330,Quinn Johnson,quinn.johnsonsample.org,12-25-2022,50,694.71,retail
2331,Drew Anderson,drew.anderson@mail.com,09-16-2021,44,"$1,692.53",wholesale
2332,Jamie Jones, JAMIE.JONES@EXAMPLE.COM ,06-17-2023,16,1919.48,wholesale
2333,taylor williams,taylor.williams@sample.org,2024/05/21,abc,"$1,742.23", wholesale 
2334,Robin Smith,robin.smith@mail.com,18/04/2022,null, 1184 ,retail
2335,Morgan Davis,morgan davis@test net,06-09-2022,11,$355.09,wholesale
2336,  Drew Miller  ,..drew.miller..@test.net,05-13-2024,0,1648.47,Retail
2337,  Jamie Rodriguez  ,..jamie.rodriguez..@mail.com,2023/02/18,67,67.13,E-Commerce
2338,Riley Williams,riley.williams@sample.org,31/05/2024,81,1824.85,Retail
2339,Casey Taylor,casey.taylor@mail.com,2022-11-15,47, 1877 ,ONLINE
2340,ALEX JONES,alex.jonessample.org,2024/05/24,44,159.66,wholesale
2341,ALEX MARTINEZ,alex.martinez@example.com,27/04/2021,74,1550.07,ONLINE
2342,Drew Davis,drew.davis@test.net,2022/04/15,43,$415.92,Wholesale
2343,Jamie Miller,,10-08-2022,52, 549 , Retail 
2344,  Jordan Taylor  ,   JORDAN TAYLOR  @EXAMPLE COM ,2024-07-09,abc,520.12,e-comm
2345,  PARKER RODRIGUEZ  ,..parker.rodriguez..@sample.org,2024/05/15,3,$91.18,wholesale
2346,  Casey Williams  ,..casey.williams..@mail.com,08-14-2024,80,"$1,724.72", e-comm 
2347,Drew Rodriguez,drew.rodriguez@test.net,09-11-2021,46,$98.36, e-comm 
2348,Jamie Smith,jamie.smith@mail.com,2023/09/11,2560,"$1,237.81",e-comm
2349,Riley Johnson,riley.johnson@mail.com,2022-06-02,, 502 , e-comm 
2350,Jamie Williams, JAMIE.WILLIAMSMAIL.COM ,2020-12-14,51,413.57,E-Commerce
2351,Morgan Jones,morgan.jones@test.net,2023-08-12,82,1086.18,retail
2352,QUINN DAVIS,QUINN.DAVIS@EXAMPLE.COM,07/02/2021,2265,"$1,288.13",E-Commerce
2353,riley jones,riley.jones@example.com,2023/10/27,,1817.6,E-Commerce
2354,Jamie Brown,JAMIE.BROWN@MAIL.COM,2020/04/16,,8.93,Wholesale
2355,Drew Garcia,drew.garcia@sample.org,31/03/2021,605,372.77,e-comm
2356,robin garcia, robin.garcia@test.net ,2024-03-01,19,76.78, retail 
2357,morgan garcia,morgan garcia@example com,2021/11/12,4231,$499.35,Wholesale
2358,,..lee.smith..@test.net,2024-02-21,null, 1968 ,e-comm
2359,Parker Johnson,PARKER.JOHNSON@EXAMPLE.COM,22/04/2020,380,$384.80, retail 
2360,Riley Taylor,riley.taylor@example.com,2023/03/03,82,"$1,750.14",Retail
2361,JAMIE DAVIS,jamie.davis@test.net,2022/07/31,2123,1087.97,wholesale
2362,Jamie Anderson,JAMIE.ANDERSON@SAMPLE.ORG,2020-03-27,56,$354.70,Wholesale
2363,  jamie jones  , ..jamie.jones..@test.net ,11-16-2023,21,1919.58,retail
2364,Quinn Brown,quinn.brown@sample.org,2022-08-12,35,708.31,Wholesale
2365,,chris.taylor@test.net,,20,1132.0,retail
2366,PARKER SMITH,PARKER.SMITH@MAIL.COM,30/08/2024,81,"$1,175.74", e-comm 
2367,morgan wilson,morgan.wilson@sample.org,11-21-2023,36,"$1,894.66",Wholesale
2368,sam johnson,sam.johnson@test.net,2020-09-14,27, 1221 ,Wholesale
2369,Morgan Smith,MORGAN.SMITH@EXAMPLE.COM,2020-12-26,2079,635.56, wholesale 
2370,Avery Miller,AVERY.MILLER@MAIL.COM,11-05-2022,23,371.28,e-comm
2371,  taylor smith  ,..taylor.smith..@example.com,2023/09/10,abc,"$1,028.58",Retail
2372,RILEY JOHNSON,riley.johnson@sample.org,2023/12/31,12,"$1,627.24", retail 
2373,  JAMIE MILLER  ,..jamie.miller..@test.net,09/07/2024,12,926.29,e-comm
2374,  Parker Anderson  ,..parker.anderson..@mail.com,,60,$541.81,E-Commerce
2375,Taylor Miller,taylor.miller@mail.com,01/12/2022,2916,"$1,788.40", wholesale 
2376,Avery Wilson,AVERY.WILSON@TEST.NET,2020/08/16,27,574.99, ONLINE 
2377,Alex Martinez,alex martinez@sample org,12/07/2024,abc,$72.72,E-Commerce
2378,  Jamie Martinez  ,..jamie.martinez..@example.com,2022-08-29,null, 462 ,ONLINE
2379,  Jamie Martinez  ,..jamie.martinez..@example.com,2022-03-24,6,1424.37,ONLINE
2380,Drew Rodriguez, drew.rodriguez@example.com ,2023/01/29,60,$365.48,Wholesale
2381,Sam Smith,sam.smith@sample.org,01-25-2021,53,"$1,888.47",retail
2382,CHRIS MILLER, chris.miller@sample.org ,2022-04-01,, 904 ,Retail
2383,drew anderson,drew.anderson@test.net,25/11/2020,68,1043.82, e-comm 
2384,LEE MARTINEZ,lee.martinez@mail.com,2022/05/29,78,"$1,397.22", wholesale 
2385,  Taylor Anderson  ,,06-09-2021,869,786.0,e-comm
2386,riley smith,riley.smith@example.com,02/11/2021,75,$793.29,Retail
2387,QUINN MARTINEZ,quinn.martinez@example.com,08-24-2021,37,"$1,820.79",Retail
2388,TAYLOR BROWN, taylor.brown@mail.com ,2024/09/10,96,$446.46, ONLINE 
2389,jamie williams,JAMIE.WILLIAMS@MAIL.COM,,79,"$1,557.43",ONLINE
2390,LEE TAYLOR,LEE.TAYLOR@SAMPLE.ORG,03-27-2023,99,732.77,ONLINE
2391,  Jordan Jones  ,..jordan.jones..mail.com,2023/09/26,31,"$1,272.15",ONLINE
2392,  Chris Rodriguez  ,..chris.rodriguez..@example.com,10-04-2021,42,1882.31, retail 
2393,SAM JOHNSON,SAM.JOHNSON@MAIL.COM,2024/11/11,abc,1978.79,wholesale
2394,PARKER ANDERSON,parker anderson@sample org,04-21-2020,39,1396.88,retail
2395,avery jones, AVERY.JONES@TEST.NET ,2020/04/29,67,475.09,retail
2396,parker smith, parker.smith@sample.org ,07/10/2021,13,"$1,629.07",Retail
2397,Quinn Wilson,quinn.wilson@example.com,2020/04/22,37,$787.63,e-comm
2398,Riley Miller,riley.miller@sample.org,2021-11-29,46,$818.60,wholesale
2399,  DREW MILLER  ,..drew.miller..@sample.org,2021-01-06,85,"$1,762.96", retail 
2400,Chris Williams,chris.williams@sample.org,02-13-2021,3836,439.3,Wholesale
2401,Casey Taylor,casey.taylor@example.com,29/09/2022,91,"$1,022.94",wholesale
2402,Quinn Williams,quinn.williams@test.net,07-31-2022,12,697.55, Retail 
2403,  Parker Taylor  , ..parker.taylor..@sample.org ,2020/05/27,1,1459.82, e-comm 
2404,  riley martinez  ,..RILEY.MARTINEZ..@TEST.NET,14/11/2021,1327,1470.21,ONLINE
2405,AVERY JOHNSON,avery.johnson@mail.com,30/08/2024,4,$409.63,wholesale
2406,  Drew Johnson  ,..drew.johnson..@example.com,2021-03-05,49,1461.96,wholesale
2407,,..casey.miller..@example.com,2023/03/28,, 719 ,ONLINE
2408,quinn martinez, quinn.martinez@mail.com ,08-28-2021,2605,"$1,107.85",Wholesale
2409,Drew Miller,DREW MILLER@SAMPLE ORG,2022/09/17,70,$850.00, Wholesale 
2410,Drew Jones,drew.jones@example.com,,1875,$34.68,ONLINE
2411,  Drew Anderson  ,..drew.anderson..@mail.com,2021/06/12,66,1239.28,e-comm
2412,  MORGAN MILLER  ,..morgan.miller..@test.net,29/01/2021,14,$956.23,wholesale
2413,Jordan Martinez,jordan.martinezexample.com,03-15-2021,686,379.55,e-comm
2414,ALEX WILLIAMS,alex.williams@mail.com,27/03/2024,48,1840.94,Wholesale
2415,  Casey Jones  , ..casey.jones..@mail.com ,10-13-2024,1579,"$1,085.54",e-comm
2416,Casey Williams,casey.williams@example.com,12-18-2020,0,"$1,356.34", wholesale 
2417,Riley Martinez,riley.martinez@mail.com,07-02-2024,4052,$716.15,Retail
2418,Casey Martinez,CASEY.MARTINEZ@SAMPLE.ORG,17/12/2024,38,77.51,e-comm
2419,  Morgan Brown  ,..morgan.brown..@test.net,08/02/2024,86,1232.18,retail
2420,JAMIE BROWN,jamie.brown@test.net,2024/05/13,67,$402.82,Retail
2421,Taylor Davis,taylor.davis@example.com,2024-01-01,71,539.92, ONLINE 
2422,Avery Wilson,avery.wilson@example.com,29/09/2021,3,$168.35,retail
2423,  Morgan Martinez  ,..morgan.martinez..@mail.com,2020-06-27,74,$514.16, E-Commerce 
2424,Lee Anderson,lee.anderson@test.net,2020-04-17,56, 541 ,wholesale
2425,Quinn Davis,quinn.davis@mail.com,2024/07/13,10,"$1,601.06",E-Commerce
2426,LEE DAVIS,lee.davistest.net,04-07-2021,26,226.22,E-Commerce
2427,Quinn Wilson,quinn.wilson@sample.org,2020/04/17,48,$562.69,E-Commerce
2428,Chris Rodriguez,chris.rodriguez@test.net,2021/09/20,,87.19,E-Commerce
2429,Drew Anderson,drew.anderson@test.net,28/09/2020,,$22.06,Retail
2430,JORDAN ANDERSON,jordan.anderson@sample.org,2023/11/14,24,1106.02, wholesale 
2431,parker williams,parker.williams@mail.com,26/02/2023,96,$467.34,Wholesale
2432,avery miller, avery.miller@mail.com ,2021/03/04,60,1428.37,Retail
2433,morgan wilson,morgan.wilson@test.net,23/01/2023,11,$32.70,e-comm
2434,Parker Brown, parker.brown@example.com ,08-13-2021,85,1074.19,Retail
2435,  PARKER WILSON  ,..parker.wilson..@test.net,03/12/2021,8,82.34,wholesale
2436,Drew Martinez, drew.martinez@test.net ,12-28-2024,68,"$1,524.50",retail
2437,Jamie Miller,JAMIE.MILLER@MAIL.COM,2021-01-23,56,"$1,196.35",ONLINE
2438,morgan jones,morgan.jones@mail.com,2021/10/21,48,850.47,Retail
2439,LEE DAVIS,lee.davis@test.net,2024-01-22,abc,737.09,Retail
2440,  Taylor Miller  ,,11-25-2020,,1663.07,ONLINE
2441,Robin Martinez,ROBIN.MARTINEZ@TEST.NET,2024-07-11,2,1658.41,ONLINE
2442,, jordan.brown@example.com ,2021/03/17,18, 433 ,E-Commerce
2443,Sam Smith,sam.smith@mail.com,2021-06-24,43,443.57,Retail
2444,Riley Garcia,riley.garcia@mail.com,02/02/2020,85, 1405 ,Retail
2445,Lee Williams,lee.williams@sample.org,04-18-2024,25,139.09,E-Commerce
2446,  riley martinez  ,..riley.martinez..@example.com,12/10/2022,27,1911.43,Retail
2447,TAYLOR SMITH,TAYLOR.SMITH@MAIL.COM,2024-06-02,80,1473.3,retail
2448,  CHRIS BROWN  ,..chris.brown..@mail.com,18/10/2021,1375,1635.34,Retail
2449,ALEX SMITH,ALEX.SMITH@SAMPLE.ORG,2020-03-19,95,1952.48,e-comm
2450,robin rodriguez,ROBIN.RODRIGUEZ@TEST.NET,10-12-2020,90,$574.49,wholesale
2451,  Morgan Wilson  ,..morgan.wilson..@sample.org,2024/02/26,45, 382 ,retail
2452,Taylor Anderson,taylor.anderson@mail.com,2021-06-22,2, 217 , wholesale 
2453,,jamie.taylor@mail.com,12/08/2021,38,1862.88,ONLINE
2454,JORDAN DAVIS,jordan.davis@sample.org,01/10/2022,abc,$248.47,ONLINE
2455,Drew Martinez,,11/12/2022,abc,125.79,retail
2456,riley rodriguez,riley.rodriguez@mail.com,08-19-2023,41,"$1,575.21",e-comm
2457,Lee Smith,lee.smith@example.com,2024-11-14,,$595.90,retail
2458,  Morgan Taylor  ,..morgan.taylor..@sample.org,11/03/2022,33,"$1,757.66",Wholesale
2459,  Parker Martinez  ,..PARKER.MARTINEZ..@TEST.NET,2023-12-10,0,"$1,688.16",Wholesale
2460,PARKER WILSON,parker.wilson@mail.com,2021/04/17,null,"$1,512.67", Retail 
2461,  riley rodriguez  , ..riley.rodriguez..@test.net ,04-06-2022,4372,$566.30,ONLINE
2462,jamie brown,jamie.brown@test.net,15/04/2024,3504,562.86,retail
2463,Avery Miller,AVERY.MILLER@TEST.NET,20/05/2023,7,865.11,Wholesale
2464,Sam Miller,SAM.MILLER@TEST.NET,30/11/2021,3924,"$1,464.04",E-Commerce
2465,  Casey Brown  ,..CASEY.BROWN..@TEST.NET,22/12/2022,98,1113.34,Wholesale
2466,Jamie Garcia,jamie.garcia@mail.com,2022/09/04,14,709.76,wholesale
2467,Alex Wilson,alex.wilson@mail.com,2024-10-03,19, 1406 ,Wholesale
2468,Parker Davis,parker.davis@mail.com,2020/09/19,57,$27.30,wholesale
2469,jordan garcia,jordan.garciamail.com,2023-05-08,82,1315.08, Wholesale 
2470,drew williams, drew.williams@example.com ,09-08-2021,89,189.51,Wholesale
2471,  Drew Brown  ,..drew.brown..@mail.com,2021-06-26,23,"$1,780.75",Wholesale
2472,Morgan Miller,morgan.millertest.net,17/08/2022,55,1749.61,wholesale
2473,,..QUINN.JOHNSON..@MAIL.COM,2020-02-28,60,"$1,883.18", retail 
2474,  TAYLOR WILLIAMS  ,,2023/09/02,18,"$1,789.11",ONLINE
2475,Riley Jones,riley.jones@test.net,21/02/2023,null,57.1, Wholesale 
2476,  Avery Martinez  ,..avery.martinez..@mail.com,20/07/2024,4629,"$1,157.12",Retail
2477,jordan rodriguez, jordan rodriguez@example com ,2020-07-15,54,1230.71,wholesale
2478,Robin Taylor,robin.taylor@example.com,10-20-2022,88,685.04,retail
2479,avery taylor,,29/09/2023,3722,1459.02,ONLINE
2480,Alex Smith,alex.smith@test.net,22/11/2023,62,"$1,232.91",retail
2481,  DREW GARCIA  , ..drew.garcia..@sample.org ,2021-01-23,14,919.08,Wholesale
2482,avery brown,avery.brown@test.net,2020/11/15,,$983.33,Retail
2483,  Jordan Taylor  ,,06/11/2020,59, 1337 ,e-comm
2484,  Sam Brown  ,..sam.brown..@sample.org,10-25-2020,79, 243 ,retail
2485,Chris Taylor,chris.taylor@example.com,04-16-2022,,"$1,766.27",e-comm
2486,Chris Garcia,CHRIS.GARCIA@EXAMPLE.COM,25/08/2024,87,$138.88,E-Commerce
2487,Avery Miller,avery.miller@sample.org,2023-05-15,30,1099.57,wholesale
2488,quinn smith,quinn.smith@example.com,08/12/2021,73,$378.72,E-Commerce
2489,  MORGAN SMITH  , ..morgan.smith..@test.net ,2020/10/15,69,"$1,412.04",E-Commerce
2490,Taylor Anderson,taylor.anderson@sample.org,2021-09-14,22, 262 ,E-Commerce
2491,RILEY SMITH,riley.smithexample.com,2022-12-29,31,971.78, retail 
2492,parker davis, parker.davis@example.com ,10-14-2023,2,155.26,e-comm
2493,  casey miller  , ..CASEY.MILLER..@EXAMPLE.COM ,2022/06/09,49,1791.15,E-Commerce
2494,  Avery Johnson  ,..avery.johnson..@example.com,2020-03-09,65,1926.63,Wholesale
2495,Morgan Johnson,MORGAN.JOHNSON@MAIL.COM,12/02/2024,,1250.34,e-comm
2496,MORGAN GARCIA,morgan.garcia@mail.com,10-10-2020,889,1036.45, Wholesale 
2497,Alex Miller,alex.miller@mail.com,2024-02-17,4578,"$1,352.05",E-Commerce
2498,Casey Garcia, CASEY.GARCIA@SAMPLE.ORG ,2023/10/19,9,$114.34, retail 
2499,Avery Smith,avery.smith@example.com,19/12/2022,48,"$1,208.51",Wholesale
2500,  Sam Rodriguez  ,..sam.rodriguez..@test.net,05/08/2020,54,323.13,E-Commerce
2501,QUINN RODRIGUEZ,QUINN.RODRIGUEZ@TEST.NET,2021/12/11,37,"$1,120.26", retail 
2502,chris williams,chris.williams@sample.org,2024/03/29,23,$529.36,retail
2503,Alex Johnson,ALEX.JOHNSON@EXAMPLE.COM,17/02/2022,47,"$1,348.85",E-Commerce
2504,  Quinn Brown  ,..quinn.brown..@example.com,01/05/2022,77, 280 , E-Commerce 
2505,Chris Martinez,chris.martinez@example.com,2021-03-08,65,$314.76, Wholesale 
2506,Alex Williams,alex.williams@mail.com,2022/11/02,1074,"$1,654.11",Retail
2507,  Morgan Davis  ,..morgan.davis..@mail.com,04-09-2024,59,$461.27, e-comm 
2508,  Chris Davis  ,..chris.davis..@sample.org,2022-04-17,85,$880.28,Wholesale
2509,Lee Davis,lee.davis@test.net,2024-01-13,93,272.03, Retail 
2510,  Quinn Miller  ,..quinn.miller..@sample.org,04-06-2023,71,$610.13, wholesale 
2511,Lee Miller,lee.miller@test.net,2022/05/18,60,"$1,061.18", Wholesale 
2512,SAM DAVIS,sam.davis@sample.org,2024/08/10,88,"$1,168.74",E-Commerce
2513,casey smith, casey.smith@test.net ,2024/07/03,2619,"$1,642.97", Retail 
2514,Lee Davis,lee.davis@test.net,04/05/2021,abc, 1845 ,wholesale
2515,TAYLOR SMITH,taylor.smith@test.net,2022-05-14,59,$34.66,E-Commerce
2516,Casey Johnson, casey.johnson@test.net ,2023/08/03,42,$104.91,ONLINE
2517,,taylor.williams@example.com,,14,$275.38,wholesale
2518,QUINN WILLIAMS,quinn.williams@test.net,2020-02-26,18,"$1,911.50",retail
2519,riley wilson,riley.wilson@example.com,2023-11-01,52,338.35,E-Commerce
2520,alex anderson,alex.anderson@test.net,01/02/2023,9,796.07, wholesale 
2521,  Casey Brown  ,..casey.brown..@test.net,2020/07/01,30,$365.25,Retail
2522,,taylor.taylor@example.com,2022-09-01,9,1241.89, e-comm 
2523,lee johnson,lee johnson@example com,04-29-2024,10,$879.83,E-Commerce
2524,Avery Smith,avery smith@example com,06/07/2024,22,546.34,e-comm
2525,AVERY WILLIAMS,avery.williams@test.net,14/05/2020,44,678.23,retail
2526,parker miller,PARKER.MILLER@EXAMPLE.COM,2022-11-17,1936,683.57,Wholesale
2527,riley garcia, riley.garcia@sample.org ,30/01/2024,83,$318.48,ONLINE
2528,  jordan johnson  ,..JORDAN.JOHNSON..@MAIL.COM,2020/05/26,88,"$1,635.55",retail
2529,alex rodriguez, alex.rodriguez@example.com ,28/03/2023,null,1687.31,retail
2530,  QUINN BROWN  ,..quinn.brown..@test.net,,634,608.78,e-comm
2531,sam wilson,sam.wilson@test.net,05-22-2024,98,"$1,974.42",wholesale
2532,,casey.jones@example.com,15/12/2020,22,1115.04,ONLINE
2533,Drew Rodriguez,drew.rodriguez@example.com,2024/11/10,NA,"$1,120.43",retail
2534,jamie taylor, jamie.taylor@test.net ,2022-08-23,1,"$1,328.95", Wholesale 
2535,  Casey Davis  ,..casey.davis..@example.com,2021-12-07,91,989.52, ONLINE 
2536,chris anderson,chris.anderson@example.com,11-10-2024,34, 1687 , retail 
2537,Morgan Anderson,morgan.anderson@mail.com,11-27-2020,77,1447.9,Retail
2538,casey brown,CASEY.BROWN@MAIL.COM,03/02/2023,60,$319.96,retail
2539,Sam Johnson,sam.johnson@test.net,,26,976.45,e-comm
2540,,..casey.williams..mail.com,2020-05-30,abc,353.84, e-comm 
2541,  riley garcia  , ..riley.garcia..@test.net ,2023/01/21,31,1537.92,E-Commerce
2542,parker miller,parker.miller@example.com,2021-12-26,100, 1176 , retail 
2543,Morgan Davis,MORGAN.DAVIS@MAIL.COM,2024-06-01,, 216 ,wholesale
2544,Riley Martinez,riley.martinez@test.net,13/05/2021,73,"$1,417.08",wholesale
2545,Casey Miller,casey.miller@mail.com,2021-03-25,34,$765.38,retail
2546,Jordan Williams, JORDAN.WILLIAMSSAMPLE.ORG ,04-18-2023,92,1073.09,ONLINE
2547,Casey Taylor,CASEY.TAYLOR@TEST.NET,05-05-2021,94,308.94,Wholesale
2548,PARKER WILSON,parker.wilson@mail.com,07-20-2020,, 1246 ,ONLINE
2549,Casey Martinez,,,5,"$1,510.82",retail
2550,TAYLOR SMITH,taylor.smithmail.com,2021-01-18,10,"$1,097.36",Wholesale
2551,Morgan Smith, morgan.smith@example.com ,2022/06/29,75,1489.44,retail
2552,riley johnson,riley.johnson@test.net,09-17-2020,4499,591.87,Wholesale
2553,PARKER ANDERSON,parker.anderson@mail.com,2023-03-21,,"$1,060.72",Wholesale
2554,Robin Williams,robin.williamstest.net,2022-04-21,50,"$1,820.14",Retail
2555,robin garcia,robin.garciasample.org,2021/05/16,19,$250.83,ONLINE
2556,Alex Davis,alex.davismail.com,02-08-2021,6,$649.86,retail
2557,taylor taylor, TAYLOR TAYLOR@MAIL COM ,,633,$437.71,retail
2558,Jamie Wilson,jamie.wilson@test.net,2023/11/21,4472,"$1,323.30",retail
2559,Jamie Johnson, jamie.johnson@example.com ,16/09/2021,48,1035.74,retail
2560,riley anderson,riley.anderson@mail.com,26/04/2022,23,$75.41,e-comm
2561,Sam Brown,SAM.BROWNSAMPLE.ORG,2024/08/17,1051,$605.23, Wholesale 
2562,robin taylor,ROBIN.TAYLOR@EXAMPLE.COM,2021-07-18,75,1690.34,Wholesale
2563,LEE JOHNSON,,,39, 1218 ,E-Commerce
2564,CHRIS TAYLOR,chris.taylor@mail.com,2022/08/22,16,$624.73,Retail
2565,  Taylor Johnson  ,..taylor.johnson..@sample.org,2024-10-05,55,838.01,e-comm
2566,  Quinn Brown  ,  quinn brown  @sample org,2021-12-05,97,1784.56,Retail
2567,,riley.anderson@mail.com,09/03/2022,33,1140.7, retail 
2568,ROBIN RODRIGUEZ,robin.rodriguez@example.com,2023/02/22,70,$468.23, ONLINE 
2569,  Lee Martinez  , ..lee.martinez..@example.com ,2024-08-03,20,$112.44,Retail
2570,Casey Anderson,CASEY.ANDERSON@SAMPLE.ORG,04/04/2024,8,"$1,397.29",wholesale
2571,Chris Davis,chris.davis@sample.org,2020/10/24,27,"$1,781.82",Retail
2572,,..lee.taylor..@example.com,02-26-2022,1106,"$1,096.74",ONLINE
2573,robin wilson, robin.wilson@test.net ,2023-06-10,,"$1,185.16",wholesale
2574,Sam Rodriguez,sam.rodriguez@example.com,2021/10/18,67,863.67, ONLINE 
